QTY: 180 | UNIT: g | NAME: poulet
QTY: N/A | UNIT: unité | NAME: citron
QTY: 60 | UNIT: g | NAME: sucre glace
QTY: 300 | UNIT: g | NAME: farine
QTY: 2 | UNIT: cuillères à soupe | NAME: levure chimique
QTY: 1 | UNIT: tasses | NAME: sucre
QTY: 50 | UNIT: g | NAME: amandes en poudre
QTY: 40 | UNIT: g | NAME: maïzena
QTY: 90 | UNIT: g | NAME: sucre roux
QTY: 2 | UNIT: tranches | NAME: saucisson sec
QTY: N/A | UNIT: unité | NAME: confiture
QTY: 100 | UNIT: g | NAME: beurre doux
QTY: 1 | UNIT: pots | NAME: farine
QTY: 25 | UNIT: cl | NAME: céréale complètes
QTY: 5 | UNIT: cl | NAME: crème de coco
QTY: 200 | UNIT: g | NAME: framboises fraîches
QTY: N/A | UNIT: unité | NAME: moules en papier de couleur
QTY: 60 | UNIT: g | NAME: sucre minimum
QTY: 1 | UNIT: briquettes | NAME: lait de coco , soit environ 25 cl
QTY: 1 | UNIT: cuillères à soupe | NAME: rases d'aneth
QTY: 50 | UNIT: g | NAME: chocolat pâtissier
QTY: 140 | UNIT: g | NAME: sucre
QTY: 1 | UNIT: sachets | NAME: levure
QTY: 1 | UNIT: sachets | NAME: chocolat
QTY: 300 | UNIT: g | NAME: rhubarbe environ
QTY: 5 | UNIT: cl | NAME: raisins secs
QTY: 50 | UNIT: g | NAME: farine complète
QTY: 8.5 | UNIT: cl | NAME: lait demi-écrémé
QTY: 2 | UNIT: unité | NAME: oeufs bien battus
QTY: 1 | UNIT: unité | NAME: pâtes à pizza
QTY: 175 | UNIT: g | NAME: farine intégrale
QTY: N/A | UNIT: unité | NAME: cumin
QTY: 2 | UNIT: unité | NAME: plaques de moules à muffins en silicone
QTY: 200 | UNIT: g | NAME: polenta
QTY: 120 | UNIT: g | NAME: margarine
QTY: 1 | UNIT: unité | NAME: pommes
QTY: 45 | UNIT: g | NAME: beurre
QTY: 1 | UNIT: unité | NAME: aubergines
QTY: 50 | UNIT: g | NAME: Nutella
QTY: 6 | UNIT: cuillères à soupe | NAME: sirop de poire
QTY: 400 | UNIT: g | NAME: pâte à tartiner
QTY: N/A | UNIT: unité | NAME: confiture de fruits
QTY: N/A | UNIT: unité | NAME: paprika
QTY: 30 | UNIT: ml | NAME: huile
QTY: 1 | UNIT: cuillères à soupe | NAME: café
QTY: 250 | UNIT: g | NAME: jambon
QTY: 2 | UNIT: cuillères à café | NAME: arôme naturel d'orange
QTY: N/A | UNIT: unité | NAME: herbes de Provence
QTY: 3 | UNIT: cuillères à soupe | NAME: cacao en poudre
QTY: 1/4 | UNIT: unité | NAME: bananes
QTY: 3/4 | UNIT: tasses | NAME: chocolat en poudre
QTY: 18 | UNIT: cl | NAME: lait
QTY: 180 | UNIT: g | NAME: sucre en poudre
QTY: 2 | UNIT: pots | NAME: yaourt de sucre
QTY: 1 | UNIT: unité | NAME: pâte de spéculoos
QTY: 1 | UNIT: cuillères à soupe | NAME: rhum ambré
QTY: 65 | UNIT: g | NAME: noisettes concassées
QTY: 80 | UNIT: g | NAME: maïzena
QTY: 1 | UNIT: cuillères à soupe | NAME: huile d'olive
QTY: N/A | UNIT: unité | NAME: zeste de citron râpé
QTY: 1 | UNIT: pincées | NAME: herbes de Provence
QTY: 120 | UNIT: g | NAME: saumon fumé
QTY: 2 | UNIT: tranches | NAME: jambon cru coupées en fines lanières
QTY: 200 | UNIT: g | NAME: sucre roux
QTY: 200 | UNIT: g | NAME: noix de coco fraîches, hachées grossièrement.
QTY: 200 | UNIT: g | NAME: beurre demi-sel
QTY: 15 | UNIT: cl | NAME: eau
QTY: 2 | UNIT: cuillères à café | NAME: bicarbonate
QTY: 1 | UNIT: unité | NAME: poires
QTY: 160 | UNIT: g | NAME: beurre allégé léger
QTY: 1 | UNIT: unité | NAME: sucre vanillé Sachet
QTY: N/A | UNIT: feuille | NAME: moutarde
QTY: 10 | UNIT: g | NAME: Nutella
QTY: 125 | UNIT: g | NAME: fromage blanc
QTY: 4 | UNIT: unité | NAME: poires
QTY: 85 | UNIT: g | NAME: beurre fondu
QTY: 4 | UNIT: unité | NAME: figues
QTY: N/A | UNIT: unité | NAME: eau de vie, etc..)
QTY: 100 | UNIT: g | NAME: épinards
QTY: 30 | UNIT: g | NAME: miel
QTY: 200 | UNIT: g | NAME: thon au naturel
QTY: 80 | UNIT: ml | NAME: lait
QTY: 60 | UNIT: g | NAME: pistaches décortiquées natures
QTY: 2 | UNIT: unité | NAME: pommes vertes
QTY: 120 | UNIT: g | NAME: beurre fondu
QTY: 1 | UNIT: unité | NAME: vanille liquide
QTY: 10 | UNIT: cl | NAME: crème liquide à 30 %
QTY: 6 | UNIT: cuillères à café | NAME: Nutella
QTY: 75 | UNIT: g | NAME: farine fermentante
QTY: 290 | UNIT: g | NAME: farine
QTY: 4 | UNIT: tranches | NAME: jambon italien
QTY: 150 | UNIT: g | NAME: chocolat pâtissier
QTY: 50 | UNIT: g | NAME: cassonade
QTY: 150 | UNIT: g | NAME: farine ordinaire
QTY: 50 | UNIT: g | NAME: beurre tendre
QTY: 120 | UNIT: g | NAME: farine type 55
QTY: 2 | UNIT: unité | NAME: knackis
QTY: 1/4 | UNIT: l | NAME: lait
QTY: 11 | UNIT: g | NAME: levure en poudre
QTY: 100 | UNIT: g | NAME: quinoa
QTY: 4 | UNIT: cuillères à soupe | NAME: basilic ciselé
QTY: 70 | UNIT: g | NAME: cacao en poudre non sucré
QTY: 100 | UNIT: g | NAME: pignons de pin
QTY: 10 | UNIT: cl | NAME: Bailey's
QTY: N/A | UNIT: unité | NAME: mozzarella
QTY: 160 | UNIT: g | NAME: farine
QTY: 220 | UNIT: g | NAME: amandes en poudre
QTY: N/A | UNIT: unité | NAME: épices
QTY: 50 | UNIT: g | NAME: pistaches crues émondées
QTY: 9 | UNIT: unité | NAME: noisettes
QTY: 400 | UNIT: g | NAME: farine blanche
QTY: 180 | UNIT: g | NAME: cassonade
QTY: 3 | UNIT: cuillères à soupe | NAME: huile
QTY: 1/2 | UNIT: unité | NAME: pommes mixée
QTY: 5 | UNIT: cuillères à soupe | NAME: beurre fondu
QTY: 15 | UNIT: cl | NAME: vin blanc sec
QTY: 60 | UNIT: g | NAME: comté
QTY: 4 | UNIT: cuillères à café | NAME: cannelle
QTY: 10 | UNIT: g | NAME: sucre
QTY: 200 | UNIT: g | NAME: myrtilles
QTY: N/A | UNIT: unité | NAME: cheddar
QTY: N/A | UNIT: unité | NAME: sucre glace
QTY: 130 | UNIT: g | NAME: yaourt
QTY: 1/2 | UNIT: cuillères à café | NAME: vanille liquide
QTY: 5 | UNIT: cl | NAME: huile
QTY: 1/2 | UNIT: sachets | NAME: levure chimique .
QTY: 1 | UNIT: cuillères à soupe | NAME: avoine
QTY: 90 | UNIT: g | NAME: sucre de canne intégral
QTY: 1 | UNIT: unité | NAME: petites boîtes d'abricot au sirop
QTY: 3 | UNIT: cuillères à soupe | NAME: maïzena
QTY: 230 | UNIT: g | NAME: cranberries
QTY: 6.5 | UNIT: cl | NAME: huile
QTY: 1 | UNIT: poignées | NAME: pousses d'épinards frais
QTY: 1 | UNIT: boîtes | NAME: lait concentré sucré
QTY: 300 | UNIT: g | NAME: pâte à tartiner
QTY: 100 | UNIT: g | NAME: chocolat noir haché
QTY: 3/4 | UNIT: tasses | NAME: farine de flocons d'avoine
QTY: 4 | UNIT: carrés | NAME: chocolat
QTY: 1 | UNIT: tasses | NAME: farine de blé
QTY: 15 | UNIT: cl | NAME: lait
QTY: 200 | UNIT: g | NAME: flocons d'avoine
QTY: 250 | UNIT: g | NAME: pomme
QTY: N/A | UNIT: unité | NAME: sésame , de lin, de tournesol
QTY: 100 | UNIT: g | NAME: framboises
QTY: 1 | UNIT: cuillères à soupe | NAME: herbes de Provence
QTY: 60 | UNIT: g | NAME: chocolat
QTY: 100 | UNIT: ml | NAME: lait tiède
QTY: 1 | UNIT: unité | NAME: yaourts natures 0 %
QTY: 2 | UNIT: cuillères à soupe | NAME: lait
QTY: 50 | UNIT: g | NAME: sucre
QTY: 1 | UNIT: cuillères | NAME: lait
QTY: 8 | UNIT: cl | NAME: lait tiède
QTY: 1 | UNIT: pincées | NAME: cumin
QTY: 170 | UNIT: g | NAME: sucre
QTY: 20 | UNIT: g | NAME: cassonade
QTY: 125 | UNIT: ml | NAME: lait
QTY: 10 | UNIT: g | NAME: Parmesan
QTY: 13 | UNIT: cl | NAME: lait tiède
QTY: 135 | UNIT: g | NAME: sucre
QTY: 200 | UNIT: g | NAME: crème fraîche
QTY: 200 | UNIT: g | NAME: chocolat noir
QTY: 200 | UNIT: g | NAME: chocolat blanc
QTY: 1 | UNIT: unité | NAME: plaques de moules
QTY: 2 | UNIT: unité | NAME: pommes coupées en dés
QTY: 200 | UNIT: g | NAME: farine d'épeautre
QTY: 1 | UNIT: tasses | NAME: lait
QTY: 1 | UNIT: cuillères à café | NAME: cardamome en poudre
QTY: 1 | UNIT: unité | NAME: miel
QTY: 50 | UNIT: g | NAME: fromage blanc 5% mg
QTY: 8 | UNIT: cuillères à soupe | NAME: huile
QTY: 90 | UNIT: g | NAME: chocolat noir
QTY: 100 | UNIT: g | NAME: ossau iraty
QTY: 5 | UNIT: cl | NAME: rhum
QTY: 7 | UNIT: cuillères à soupe | NAME: farine
QTY: 60 | UNIT: g | NAME: farine
QTY: 1.5 | UNIT: sachets | NAME: levure
QTY: 500 | UNIT: g | NAME: prune dénoyautées
QTY: 15 | UNIT: cl | NAME: crème fraîche épaisse
QTY: 170 | UNIT: g | NAME: chocolat pâtissier
QTY: 10 | UNIT: cl | NAME: huile d'olive
QTY: 30 | UNIT: g | NAME: cacao
QTY: 1 | UNIT: pots | NAME: huile
QTY: 30 | UNIT: g | NAME: beurre froid
QTY: 12 | UNIT: unité | NAME: amandes entières coupées en deux
QTY: N/A | UNIT: unité | NAME: raisins secs
QTY: 1 | UNIT: demis | NAME: son de blé
QTY: 125 | UNIT: g | NAME: mascarpone
QTY: 3 | UNIT: tasses | NAME: farine
QTY: 50 | UNIT: g | NAME: parmesan râpé
QTY: 75 | UNIT: g | NAME: beurre doux
QTY: N/A | UNIT: unité | NAME: amandes effilées
QTY: N/A | UNIT: unité | NAME: laurier
QTY: 30 | UNIT: g | NAME: beurre
QTY: 1 | UNIT: demis | NAME: levure chimique
QTY: 150 | UNIT: g | NAME: beurre fondu
QTY: 1 | UNIT: tasses | NAME: huile
QTY: 100 | UNIT: g | NAME: carotte mixées
QTY: 3 | UNIT: cuillères à soupe | NAME: eau de fleur d'oranger
QTY: 6 | UNIT: cuillères à soupe | NAME: lait
QTY: 1 | UNIT: unité | NAME: oeufs moyen
QTY: 5 | UNIT: g | NAME: levure
QTY: N/A | UNIT: unité | NAME: Confiture de framboise
QTY: 3 | UNIT: cuillères à café | NAME: chocolat amer en poudre
QTY: 30 | UNIT: g | NAME: maïs
QTY: 20 | UNIT: cl | NAME: lait de soja
QTY: 500 | UNIT: g | NAME: poisson
QTY: 50 | UNIT: g | NAME: huile de sésame
QTY: 1/3 | UNIT: tasses | NAME: lait écrémé
QTY: 50 | UNIT: unité | NAME: sucre
QTY: 80 | UNIT: g | NAME: noix
QTY: N/A | UNIT: unité | NAME: écorces d'oranges confites
QTY: 2 | UNIT: cuillères à café | NAME: vanille en poudre sucré
QTY: 70 | UNIT: g | NAME: sucre
QTY: 6 | UNIT: unité | NAME: muffins classiques
QTY: 1/2 | UNIT: pots | NAME: huile
QTY: 50 | UNIT: g | NAME: comté râpé
QTY: 250 | UNIT: g | NAME: chocolat pâtissier
QTY: 3/4 | UNIT: tasses | NAME: thé de lait
QTY: 1 | UNIT: unité | NAME: carambars©
QTY: N/A | UNIT: unité | NAME: colorant alimentaire
QTY: 1 | UNIT: verres | NAME: babeurre
QTY: 6 | UNIT: carrés | NAME: chocolat noir
QTY: 340 | UNIT: g | NAME: farine
QTY: 150 | UNIT: g | NAME: chocolat noir
QTY: 1/8 | UNIT: l | NAME: lait
QTY: 1 | UNIT: unité | NAME: avocats
QTY: 1 | UNIT: tablettes | NAME: chocolat au caramel
QTY: 1 | UNIT: unité | NAME: yaourts aromatisés à la vanille
QTY: 55 | UNIT: g | NAME: farine
QTY: 19 | UNIT: cuillères à café | NAME: Nutella
QTY: 60 | UNIT: g | NAME: beurre
QTY: 1 | UNIT: unité | NAME: bonnes pincées de poivre
QTY: 200 | UNIT: g | NAME: farine à poudre levante incorporée
QTY: 1 | UNIT: boîtes | NAME: saumon au naturel
QTY: 100 | UNIT: g | NAME: farine
QTY: N/A | UNIT: unité | NAME: marmelade d'orange amères
